mode,query_id,recommended,relevant,verified_eval_split,ranker_used,fallback_mode,ranker_model_type,ranker_family,ranker_train_source,candidate_union_size,disease,strict,symptom,bm25,dense,prior,precision@5,recall@5,hit@5,ndcg@5,precision@10,recall@10,hit@10,ndcg@10,precision@20,recall@20,hit@20,ndcg@20,mrr,stage_hit_disease,stage_hit_strict,stage_hit_symptom,stage_hit_bm25,stage_hit_dense,stage_hit_prior,stage_hit_union
verified_learned_rerank,eval_0011,doxycycline | isotretinoin | clindamycin | cephalexin | accutane | bactrim | sulfamethoxazole / trimethoprim | minocycline | keflex | benzoyl peroxide / clindamycin | tretinoin | adapalene / benzoyl peroxide | doxy 100 | epiduo | magnesium hydroxide | claravis | benzaclin | spironolactone | phillips' milk of magnesia | duac,doxycycline | clindamycin | sulfamethoxazole / trimethoprim,all,True,False,logreg,logreg,verified_742,420,273,273,420,0,0,0,0.4,0.6666666666666666,1.0,0.7636451603657846,0.3,1.0,1.0,0.8767777767162712,0.15,1.0,1.0,0.8767777767162712,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
verified_learned_rerank,eval_0006,prednisone | hydrocortisone | triamcinolone | elocon | diclofenac | clobetasol | desonide | doxycycline | spironolactone | promethazine | dexamethasone | flurandrenolide | chlordiazepoxide / clidinium | lithium | clonidine | plan b | urea | ciprofloxacin | librax | cordran tape,ciprofloxacin,all,True,False,logreg,logreg,verified_742,1000,80,80,1000,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1.0,1.0,0.23540891336663824,0.05555555555555555,1.0,1.0,1.0,0.0,0.0,0.0,1.0
verified_learned_rerank,eval_0009,doxycycline | prednisone | azithromycin | rocephin | tudorza pressair | aclidinium | xopenex | methylprednisolone | omalizumab | ceftriaxone | mometasone | xolair | levalbuterol | primatene mist | zafirlukast | intal inhaler | accolate | guaifenesin | epinephrine | revefenacin,prednisone,all,True,False,logreg,logreg,verified_742,1000,221,221,1000,0,0,0,0.2,1.0,1.0,0.6309297535714574,0.1,1.0,1.0,0.6309297535714574,0.05,1.0,1.0,0.6309297535714574,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0
verified_learned_rerank,eval_0016,isotretinoin | accutane | benzoyl peroxide / clindamycin | tretinoin | adapalene / benzoyl peroxide | epiduo | magnesium hydroxide | claravis | benzaclin | spironolactone | doxycycline | phillips' milk of magnesia | duac | retin-a | dapsone | aczone | clindamycin / tretinoin | drospirenone / ethinyl estradiol | onexton | benzoyl peroxide / sulfur,isotretinoin | accutane | adapalene / benzoyl peroxide,all,True,False,logreg,logreg,verified_742,726,273,273,726,0,0,0,0.6,1.0,1.0,0.9469024295259745,0.3,1.0,1.0,0.9469024295259745,0.15,1.0,1.0,0.9469024295259745,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
verified_learned_rerank,eval_0019,doxycycline | ibuprofen | naproxen | triamcinolone | flanax pain reliever | cephalexin | bactrim | sulfamethoxazole / trimethoprim | oxybutynin | avelox | moxifloxacin | doxy 100 | sucralfate | aleve | ditropan xl | naprosyn | ciprofloxacin | levofloxacin | bactrim ds | levaquin,naproxen | triamcinolone,all,True,False,logreg,logreg,verified_742,273,273,273,273,0,0,0,0.4,1.0,1.0,0.5706417189553201,0.2,1.0,1.0,0.5706417189553201,0.1,1.0,1.0,0.5706417189553201,0.3333333333333333,1.0,1.0,1.0,0.0,0.0,0.0,1.0
verified_learned_rerank,eval_0010,elocon | clobetasol | stelara | enbrel | ustekinumab | desonide | doxycycline | etanercept | prednisone | flurandrenolide | cordran tape | clocortolone | clobex | cloderm | thiothixene | desowen | methylprednisolone | adalimumab | mometasone | betamethasone,prednisone | enbrel,all,True,False,logreg,logreg,verified_742,882,164,164,882,0,0,0,0.2,0.5,1.0,0.3031610197508214,0.2,1.0,1.0,0.44442799261065036,0.1,1.0,1.0,0.44442799261065036,0.25,1.0,1.0,1.0,0.0,0.0,0.0,1.0
verified_learned_rerank,eval_0002,doxycycline | prednisone | azithromycin | rocephin | ceftriaxone | sulfamethoxazole / trimethoprim | zithromax | ceftin | aluminum chloride hexahydrate | avelox | moxifloxacin | amoxicillin | amoxil | drysol | propranolol | amoxicillin / clavulanate | metronidazole | gabapentin | biaxin xl | augmentin,prednisone,all,True,False,logreg,logreg,verified_742,734,221,221,734,0,0,0,0.2,1.0,1.0,0.6309297535714574,0.1,1.0,1.0,0.6309297535714574,0.05,1.0,1.0,0.6309297535714574,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0
verified_learned_rerank,eval_0017,doxycycline | prednisone | azithromycin | rocephin | aclidinium | tudorza pressair | methylprednisolone | xopenex | omalizumab | mometasone | ceftriaxone | xolair | levalbuterol | primatene mist | accolate | zafirlukast | intal inhaler | epinephrine | guaifenesin | ampicillin,prednisone | methylprednisolone,all,True,False,logreg,logreg,verified_742,1000,681,681,1000,0,0,0,0.2,0.5,1.0,0.3868528072345416,0.2,1.0,1.0,0.5912352048230277,0.1,1.0,1.0,0.5912352048230277,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0
verified_learned_rerank,eval_0020,clonazepam | propranolol | rizatriptan | klonopin | treximet | relpax | lamotrigine | gabapentin | naproxen / sumatriptan | amitriptyline | sumatriptan | maxalt | eletriptan | acetaminophen / butalbital / caffeine | frovatriptan | bupropion | aspirin / butalbital / caffeine | diclofenac | frova | phenelzine,propranolol,all,True,False,logreg,logreg,verified_742,1000,179,179,947,0,0,0,0.2,1.0,1.0,0.6309297535714574,0.1,1.0,1.0,0.6309297535714574,0.05,1.0,1.0,0.6309297535714574,0.5,1.0,1.0,0.0,0.0,0.0,0.0,1.0
verified_learned_rerank,eval_0021,propranolol | verapamil | nitro-bid | aspirin | epinephrine | nitroglycerin | enoxaparin | lovenox | atenolol | nadolol | corgard | bayer aspirin extra strength plus | streptokinase | angiomax | dalteparin | fragmin | bivalirudin | warfarin | plavix | metoprolol,metoprolol,all,True,False,logreg,logreg,verified_742,1000,90,90,1000,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1.0,1.0,0.22767024869695296,0.05,1.0,1.0,1.0,0.0,0.0,0.0,1.0
