mode,query_id,recommended,relevant,verified_eval_split,ranker_used,fallback_mode,ranker_model_type,ranker_family,ranker_train_source,candidate_union_size,disease,strict,symptom,bm25,dense,prior,precision@5,recall@5,hit@5,ndcg@5,precision@10,recall@10,hit@10,ndcg@10,precision@20,recall@20,hit@20,ndcg@20,mrr,stage_hit_disease,stage_hit_strict,stage_hit_symptom,stage_hit_bm25,stage_hit_dense,stage_hit_prior,stage_hit_union
verified_xgb_ranker,eval_0011,doxycycline | sulfamethoxazole / trimethoprim | bactrim | isotretinoin | minocycline | clindamycin | cephalexin | accutane | keflex | doxy 100 | septra | vibramycin | bactrim ds | tretinoin | benzoyl peroxide / clindamycin | adapalene / benzoyl peroxide | magnesium hydroxide | claravis | epiduo | benzaclin,doxycycline | clindamycin | sulfamethoxazole / trimethoprim,all,True,False,xgb_ranker,xgb_ranker,verified_742,300,273,273,180,0,0,0,0.4,0.6666666666666666,1.0,0.7232329748419101,0.3,1.0,1.0,0.9045769045236105,0.15,1.0,1.0,0.9045769045236105,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
verified_xgb_ranker,eval_0006,prednisone | triamcinolone | hydrocortisone | dexamethasone | ciprofloxacin | diclofenac | levonorgestrel | plan b | plan b one-step | elocon | clobetasol | azithromycin | imatinib | erlotinib | donnatal | doxycycline | desonide | cloderm | prednisolone | flurandrenolide,ciprofloxacin,all,True,False,xgb_ranker,xgb_ranker,verified_742,300,80,80,227,0,0,0,0.2,1.0,1.0,0.38685280723454163,0.1,1.0,1.0,0.38685280723454163,0.05,1.0,1.0,0.38685280723454163,0.2,1.0,1.0,1.0,0.0,0.0,0.0,1.0
verified_xgb_ranker,eval_0009,prednisone | doxycycline | azithromycin | sulfamethoxazole / trimethoprim | omalizumab | methylprednisolone | xopenex | tudorza pressair | aclidinium | rocephin | mometasone | xolair | ceftriaxone | bactrim | combivent | proventil hfa | levalbuterol | accolate | primatene mist | zafirlukast,prednisone,all,True,False,xgb_ranker,xgb_ranker,verified_742,300,221,221,300,0,0,0,0.2,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
verified_xgb_ranker,eval_0016,isotretinoin | accutane | adapalene / benzoyl peroxide | tretinoin | benzoyl peroxide / clindamycin | claravis | magnesium hydroxide | epiduo | doxycycline | benzaclin | spironolactone | duac | phillips' milk of magnesia | sulfamethoxazole / trimethoprim | dapsone | aczone | clindamycin / tretinoin | retin-a | bactrim | onexton,isotretinoin | accutane | adapalene / benzoyl peroxide,all,True,False,xgb_ranker,xgb_ranker,verified_742,300,273,273,300,0,0,0,0.6,1.0,1.0,1.0,0.3,1.0,1.0,1.0,0.15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
verified_xgb_ranker,eval_0019,naproxen | doxycycline | triamcinolone | bactrim | sulfamethoxazole / trimethoprim | ibuprofen | cephalexin | avelox | moxifloxacin | flanax pain reliever | aleve | oxybutynin | ditropan xl | doxy 100 | sucralfate | naprosyn | ciprofloxacin | levofloxacin | cipro | bactrim ds,naproxen | triamcinolone,all,True,False,xgb_ranker,xgb_ranker,verified_742,273,273,273,273,0,0,0,0.4,1.0,1.0,0.9197207891481876,0.2,1.0,1.0,0.9197207891481876,0.1,1.0,1.0,0.9197207891481876,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
verified_xgb_ranker,eval_0010,enbrel | prednisone | doxycycline | desonide | ustekinumab | etanercept | stelara | elocon | clobetasol | flurandrenolide | cordran tape | cloderm | desowen | methylprednisolone | clocortolone | thiothixene | clobex | adalimumab | mometasone | humira,prednisone | enbrel,all,True,False,xgb_ranker,xgb_ranker,verified_742,300,164,164,300,0,0,0,0.4,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
verified_xgb_ranker,eval_0002,prednisone | doxycycline | azithromycin | sulfamethoxazole / trimethoprim | rocephin | ceftriaxone | zithromax | ceftin | amoxicillin | moxifloxacin | avelox | amoxil | amoxicillin / clavulanate | erythromycin | dexamethasone | ciprofloxacin | cefuroxime | clarithromycin | augmentin | biaxin xl,prednisone,all,True,False,xgb_ranker,xgb_ranker,verified_742,300,202,202,133,0,0,0,0.2,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
verified_xgb_ranker,eval_0017,doxycycline | prednisone | azithromycin | methylprednisolone | sulfamethoxazole / trimethoprim | mometasone | bactrim | medrol dosepak | triamcinolone | ceftin | ceftibuten | cedax | flunisolide | zithromax | xopenex | omalizumab | epinephrine | kenalog-40 | augmentin xr | aclidinium,prednisone | methylprednisolone,all,True,False,xgb_ranker,xgb_ranker,verified_742,300,222,232,242,0,0,0,0.4,1.0,1.0,0.6509209298071326,0.2,1.0,1.0,0.6509209298071326,0.1,1.0,1.0,0.6509209298071326,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0
verified_xgb_ranker,eval_0020,klonopin | clonazepam | propranolol | rizatriptan | relpax | maxalt | prednisone | aspirin / butalbital / caffeine | bupropion | acetaminophen / butalbital / caffeine | diclofenac | sumatriptan | eletriptan | frovatriptan | amitriptyline | gabapentin | naproxen / sumatriptan | treximet | lamotrigine | fioricet,propranolol,all,True,False,xgb_ranker,xgb_ranker,verified_742,300,179,179,164,0,0,0,0.2,1.0,1.0,0.5,0.1,1.0,1.0,0.5,0.05,1.0,1.0,0.5,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,0.0,1.0
verified_xgb_ranker,eval_0021,propranolol | metoprolol | warfarin | verapamil | plavix | atenolol | epinephrine | lovenox | nitroglycerin | aspirin | enoxaparin | corgard | nadolol | nitro-bid | verelan pm | clopidogrel | ranolazine | nitrolingual pumpspray | caduet | ranexa,metoprolol,all,True,False,xgb_ranker,xgb_ranker,verified_742,300,90,90,294,0,0,0,0.2,1.0,1.0,0.6309297535714574,0.1,1.0,1.0,0.6309297535714574,0.05,1.0,1.0,0.6309297535714574,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0
